Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
Las Margaritas,Manuel,Benasquez,Male,Manager,Hispanic,7206 3rd Ave,Brooklyn,NY,11209,Verified,(718) 238-7630,Lasmargaritasbrk.Com,Restaurants,"Less Than $500,000",C+
Las Margaritas Rstrnt & Lounge,Milton,Jara,Male,Owner,Hispanic,3801 Broadway,Astoria,NY,11103,Verified,(718) 777-1707,Lasmargaritasny.Com,Restaurants,"Less Than $500,000",B
Las Margaritas Rstrnt-Sports,Jorge,Franco,Male,Manager,Hispanic,8322 37th Ave,Jackson Heights,NY,11372,Verified,(718) 205-1705,NULL,Restaurants,$1-2.5 Million,B+
Latin American Restaurant,Leocadia,Milanes,Female,CEO,Hispanic,29 W 26th St # 1,New York,NY,10010,Verified,(212) 627-4737,Latinamericanrest.Com,Restaurants,"Less Than $500,000",B
Laurentino's Pasticceria & Cff,Laurendino,Herrera,Male,Owner,Hispanic,680 5th Ave,Brooklyn,NY,11215,Verified,(718) 832-1871,Laurentinospasticceriacaffe.Netwaiter.Co,Restaurants,"Less Than $500,000",C+
Le Moulin A Cafe,Yann,N'Diaye,Male,Other,African American,1439 York Ave # A,New York,NY,10075,Verified,(212) 288-5088,Lemoulinny.Com,Restaurants,"$500,000-1 Million",B
Leberge & Curtis Inc,Duane,Curtis,Male,Owner,Western Europe,6334 US Highway 11,Canton,NY,13617,Verified,(315) 386-8568,NULL,Farm Equipment (Whls),$20-50 Million,A+
Lechon Ornado Ecuatoriano,Manuel,Cuzco,Male,Owner,Hispanic,7618 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 205-7357,NULL,Restaurants,"Less Than $500,000",C+
Legends Bar & Restaurant,Liam,Mcgreevey,Male,CEO,Western Europe,6 W 33rd St # 1,New York,NY,10001,Verified,(212) 967-7792,Legends33.Com,Pubs,$1-2.5 Million,B+
Lena,Pierre,Gaona,Male,Owner,Hispanic,1 W 8th St,New York,NY,10011,Verified,(212) 979-2315,Lena-Nyc.Com,Restaurants,"Less Than $500,000",C+
Leslie's Classic Wines Inc,Leslie,Fontanez,Female,Owner,Hispanic,688 5th Ave,Brooklyn,NY,11215,Verified,(718) 499-7399,Lesliesclassicwines.Com,Liquors-Retail,"$500,000-1 Million",C+
Lety Bakery & Cafe,Lettie,Herrara,Female,Owner,Mediterranean,7707 37th Ave,Jackson Heights,NY,11372,Verified,(718) 507-6539,NULL,Bakers-Retail,"Less Than $500,000",C+
Libertad Restaurant Coffee Shp,Nori,Rosario,Female,Owner,Hispanic,9619 Liberty Ave,Ozone Park,NY,11417,Verified,(718) 323-3900,NULL,Restaurants,"Less Than $500,000",B
Lidestri Foods Inc,Giovanni,Li Destri,Male,CEO,Mediterranean,815 Whitney Rd W,Fairport,NY,14450,Verified,(585) 377-7700,Lidestrifoodanddrink.Com,Canning (Mfrs),,A
Life On Earth Inc,Fernando,Oswaldo Leonzo,Male,CEO,Hispanic,575 Lexington Ave # 4,New York,NY,10022,Verified,(646) 844-9897,Lifeonearthinc.Com,Beverages (Whls),,B+
Lifethyme Natural Market,Tom,Butler,Male,CEO,Western Europe,410 Avenue Of The Americas,New York,NY,10011,Verified,(212) 420-1600,NULL,Health & Diet Foods-Retail,"$500,000-1 Million",B
Lineage Food Svc Solutions,Christopher,Mellon,Male,CEO,Western Europe,101 Broome Corporate Pkwy,Conklin,NY,13748,Verified,(607) 779-1200,Lineagelogistics.Com,Food Products (Whls),,A+
Little Beet,Becky,Mulligan,Female,CEO,Western Europe,135 W 50th St # S4,New York,NY,10020,Verified,(212) 459-2338,Thelittlebeet.Com,Restaurants,$1-2.5 Million,B+
Lobster Place,Ian,Macgregor,Male,CEO,Western Europe,75 9th Ave # 22,New York,NY,10011,Verified,(212) 255-5672,Cullpistol.Club,Prepared Fish & Seafood Products (Mfrs),$5-10 Million,A+
Locanda Verde,Chris,Farha,Male,Manager,Middle Eastern,377 Greenwich St,New York,NY,10013,Verified,(212) 925-3797,NULL,Restaurants,$1-2.5 Million,B+
Long Island Beverage Systems,Joseph,Franco,Male,Owner,Hispanic,921 Conklin St # F,Farmingdale,NY,11735,Verified,(631) 777-3125,Libev.Com,Beverages (Whls),$10-20 Million,B+
Lorenzo's Restaurant Bar-Cbrt,Franik,Sanchez,Male,General Mgr,Hispanic,1100 South Ave,Staten Island,NY,10314,Verified,(718) 477-2400,Lorenzosdining.Com,Restaurants,"Less Than $500,000",B
Los Cuencanitos,Luis,Morocho,Male,Owner,Hispanic,5418 Roosevelt Ave,Woodside,NY,11377,Verified,(718) 426-4487,NULL,Restaurants,"Less Than $500,000",C+
Los Girasoles,Vicente,Rayes,Male,Owner,Hispanic,11515 Liberty Ave,South Richmond Hill,NY,11419,Verified,(718) 529-3449,Losgirasoles2.Netwaiter.Com,Restaurants,"Less Than $500,000",C+
Los Mariachis Mexican Rstrnt,Juan,Cueto,Male,Owner,Hispanic,805 Coney Island Ave,Brooklyn,NY,11218,Verified,(718) 826-3388,Ww11.Losmariachisrestaurant.Com,Restaurants,"Less Than $500,000",B
Los Paisanos Mexican Grocery,Regulo,Reviera,Male,Manager,Hispanic,105 Port Richmond Ave,Staten Island,NY,10302,Verified,(718) 442-3541,NULL,Grocers-Retail,$2.5-5 Million,C+
Los Primos Grocery,Angel,Nunez,Male,Owner,Hispanic,278 W Fordham Rd,Bronx,NY,10468,Verified,(718) 733-9933,NULL,Grocers-Wholesale,$1-2.5 Million,C+
Love & Quiches Gourmet,Andrew,Axelrod,Male,President,Western Europe,178 Hanse Ave,Freeport,NY,11520,Verified,(516) 623-8800,Loveandquiches.Com,Bakers-Wholesale,$100-500 Million,A+
Luigi Pizzeria,Carlos,Velez,Male,Owner,Hispanic,4704 5th Ave,Brooklyn,NY,11220,Verified,(718) 492-7565,NULL,Pizza,"Less Than $500,000",C+
Lupita Authentic Mexican,Roberto,Delgado,Male,Other,Hispanic,561d Southern Blvd,Bronx,NY,10455,Verified,(718) 292-9240,NULL,Restaurants,"Less Than $500,000",C+
Lyndon Lyon Greenhouses Inc,Paul,Sorano,Male,Owner,Hispanic,14 Mutchler St,Dolgeville,NY,13329,Verified,(315) 429-8291,Lyndonlyon.Com,Greenhouses,"Less Than $500,000",B
M & A Merit Kabab,Marc,Khrimian,Male,Manager,Centl & SW Asian,3767 74th St,Jackson Heights,NY,11372,Verified,(718) 396-5827,NULL,Restaurants,"Less Than $500,000",C+
M S Walker,Tom,Ewing,Male,Director,Western Europe,270 North Ave # 709,New Rochelle,NY,10801,Verified,(914) 235-0503,Mswalker.Com,Liquors-Retail,$1-2.5 Million,B+
Madelaine Chocolate Co,Jorge,Farber,Male,President,Not Available,9603 Beach Channel Dr,Rockaway Beach,NY,11693,Verified,(718) 945-1500,Madelainechocolate.Com,Candy & Confectionery-Manufacturers,$20-50 Million,A+
Madelin Grocery,Agustin,Rodriguez,Male,Owner,Hispanic,10401 Francis Lewis Blvd,Jamaica,NY,11429,Verified,(718) 740-1114,NULL,Grocers-Retail,"$500,000-1 Million",C+
Magnolia Bakery,Magnolia,Abrams,Female,Owner,African American,1240 Avenue Of The Americas,New York,NY,10020,Verified,(212) 767-1123,Magnoliabakery.Com,Bakers-Retail,$1-2.5 Million,A
Mahabir Enterprises,Viviana,Santacruz,Female,CEO,Hispanic,28 E 23rd St,New York,NY,10010,Verified,(212) 260-8884,NULL,Restaurants,"$500,000-1 Million",B
Maison Kayser,Maison P,Kayser,Male,Owner,Western Europe,8 W 40th St # 1,New York,NY,10018,Verified,(212) 354-2300,NULL,Bakers-Retail,"Less Than $500,000",B
Maison Kayser,Cacila,Suty,Female,General Mgr,Western Europe,921 Broadway,New York,NY,10010,Verified,(212) 979-1600,NULL,Restaurants,$2.5-5 Million,B+
Maisons Marques & Domaines USA,Frederic,Bernabeu,Male,Director,Uncoded,747 3rd Ave # 20,New York,NY,10017,Verified,(212) 759-4700,Mmdusa.Net,Importers (Whls),$5-10 Million,B+
Maizal Restaurant,Leonel,Zelaya,Male,General Mgr,Hispanic,990 Bay St,Staten Island,NY,10305,Verified,(347) 825-3776,Maizalrestaurant.Com,Restaurants,"Less Than $500,000",C+
Maizteca Foods Ca,Carlos,Reyes,Male,Manager,Hispanic,13005 Liberty Ave,Jamaica,NY,11419,Verified,(718) 641-3933,Maizteca.Com,Food Products (Whls),$5-10 Million,B+
Makey Deli Grocery Inc,Francisco,Troncosco,Male,Owner,Hispanic,2704 3rd Ave,Bronx,NY,10454,Verified,(718) 993-3156,NULL,Grocers-Wholesale,$5-10 Million,B+
Mamasita Bar & Grill,Pablo,Hun,Male,President,Hispanic,818 10th Ave # 2,New York,NY,10019,Verified,(646) 410-2666,Mamasitanyc.Com,Restaurants,"Less Than $500,000",C+
Mamita's Ices,Juana,Morel,Female,Owner,Western Europe,10411 100th St,Ozone Park,NY,11417,Verified,(718) 738-3238,Mamitasices.Com,Beverages (Whls),$20-50 Million,A
Mangoseed Restaurant,Jermaine,Burrowes,Male,Owner,African American,757a Flatbush Ave,Brooklyn,NY,11226,Verified,(347) 529-1080,Mangoseedbrooklyn.Com,Restaurants,"Less Than $500,000",C+
Manhattan Beer Distributors,Simon,Bergson,Male,CEO,Not Available,955 E 149th St,Bronx,NY,10455,Verified,(718) 292-9300,Manhattanbeer.Com,Beer & Ale-Wholesale,,A+
Manhattan Beer Distributors,Doug,Simms,Male,Site Manager,Western Europe,4747 Metropolitan Ave,Ridgewood,NY,11385,Verified,(718) 894-3700,Manhattanbeer.Com,Beer & Ale-Wholesale,Over $1 Billion,A+
Manhattan Beer Distributors,Jose,Maldonado,Male,Manager,Hispanic,20 Dunnigan Dr,Suffern,NY,10901,Verified,(845) 369-3330,Manhattanbeer.Com,Beer & Ale-Wholesale,$20-50 Million,A
Manhattan Saddlery,Nick,Tsang,Male,Owner,Far Eastern,117 E 24th St # 1,New York,NY,10010,Verified,(212) 673-1400,Manhattansaddlery.Com,Riding Apparel & Equipment,$2.5-5 Million,B+
Mannan,Syed,Rahman,Male,Owner,Middle Eastern,3708 73rd St,Jackson Heights,NY,11372,Verified,(718) 426-9899,NULL,Grocers-Wholesale,$2.5-5 Million,B+
Manolo,Jesus,Perez,Male,Manager,Hispanic,4165 Broadway,New York,NY,10033,Verified,(212) 923-9100,Manolotapas.Net,Restaurants,"$500,000-1 Million",B
Manuel Duarte Farms,Manuel,Duarte,Male,Owner,Hispanic,14 Downing Rd,Ghent,NY,12075,Verified,(518) 392-3450,NULL,Farms,"Less Than $500,000",C+
Marche Madison,Cesar,Linares,Male,Manager,Hispanic,630 1st Ave # 1,New York,NY,10016,Verified,(212) 779-0110,NULL,Grocers-Retail,$50-100 Million,A
Marcy Ave Mini-Mart,Jose,Paulino,Male,Owner,Hispanic,499 Marcy Ave,Brooklyn,NY,11206,Verified,(718) 782-9768,NULL,Convenience Stores,"Less Than $500,000",B
Margaritas,Walter,Aguirre,Male,Owner,Hispanic,1868 Front St,East Meadow,NY,11554,Verified,(516) 222-0328,NULL,Restaurants,"Less Than $500,000",B
Margaritta Pizza,Mel,Garzon,Male,Owner,Hispanic,945 E 163rd St,Bronx,NY,10459,Verified,(347) 597-4918,NULL,Pizza,"Less Than $500,000",C
Marien Grocery,Cesar,Rodriguez,Male,President,Hispanic,99 Jamaica Ave,Brooklyn,NY,11207,Verified,(718) 385-2066,NULL,Grocers-Retail,"$500,000-1 Million",B
Market Distributors Inc,Howard,Saltiel,Male,Owner,Hispanic,A6 Hunts Point CO Op Mkt,Bronx,NY,10474,Verified,(718) 991-5800,NULL,Meat-Wholesale,$50-100 Million,A+
Marquez Fidel Grocery,Fidel,Marquez,Male,Owner,Hispanic,114 Oak St,Yonkers,NY,10701,Verified,(914) 965-7849,NULL,Grocers-Wholesale,$2.5-5 Million,B
Marz Alternative LLC,Randy,Rosa,Male,Manager,Hispanic,1416 Lexington Ave,New York,NY,10128,Verified,(212) 722-7600,NULL,Oils-Edible (Whls),$5-10 Million,C
Matt Torrey's,Mat,Torres,Male,Owner,Hispanic,46 Bushwick Ave,Brooklyn,NY,11211,Verified,(718) 218-7646,Matttorreysbar.Com,Bars,"Less Than $500,000",B
Maya-New York,Richard,Sandoval,Male,CEO,Hispanic,1191 1st Ave # 1,New York,NY,10065,Verified,(212) 585-1818,NULL,Restaurants,$2.5-5 Million,A
Maz Mezcal,Ed,Silva,Male,CEO,Hispanic,316 E 86th St,New York,NY,10028,Verified,(212) 472-1599,Mazmezcal.Com,Restaurants,$1-2.5 Million,A
Mc Lane Northeast,Chris,Spera,Male,President,Mediterranean,2828 Mclane Rd,Baldwinsville,NY,13027,Verified,(315) 638-7500,NULL,Distributor-Groceries (Whls),$500m - $1 Billion,A+
Mcmahon's Farm,Tom,Mc Mahon,Male,Owner,Western Europe,305 Jackson Rd,Hopewell Junction,NY,12533,Verified,(845) 227-0120,Mcmahonsfarm.Com,Food Products (Whls),$20-50 Million,A
Meat Supreme,Bart,Castellano,Male,Partner,Hispanic,2229 86th St,Brooklyn,NY,11214,Verified,(718) 234-7950,NULL,Restaurants,$1-2.5 Million,A
Meatball Shop,Adam,Rosenbaum,Male,CEO,Not Available,1462 2nd Ave # 1,New York,NY,10075,Verified,(212) 257-6121,Themeatballshop.Com,Restaurants,"$500,000-1 Million",B
Meatball Shop,Kim,Hom,Female,Director,Scandinavian,798 9th Ave,New York,NY,10019,Verified,(212) 982-8895,Themeatballshop.Com,Restaurants,"$500,000-1 Million",B
Medi Wine Bar,Dorian,Gashi,Male,Owner,Western Europe,811 9th Ave # 1,New York,NY,10019,Verified,(212) 586-1201,NULL,Bars,"$500,000-1 Million",B
Mega Bites Diner,Montserrat,Lopez,Female,Manager,Hispanic,245 Dekalb Ave,Brooklyn,NY,11205,Verified,(718) 398-8112,Megabitesdinerbrooklyn.Com,Restaurants,"Less Than $500,000",B
Melba's,Melba,Wilson,Female,Owner,Western Europe,300 W 114th St,New York,NY,10026,Verified,(212) 864-7777,Melbasrestaurant.Com,Restaurants,"$500,000-1 Million",B
Mendez Grocery,Nelson,Mendez,Male,Owner,Hispanic,1971 Washington Ave,Bronx,NY,10457,Verified,(718) 733-2976,NULL,Grocers-Wholesale,$2.5-5 Million,B
Mendez International Trop Fds,Phil,Mendez,Male,Owner,Hispanic,151 Hunts Point Term Mkt # A,Bronx,NY,10474,Verified,(718) 893-0100,NULL,Fruits & Vegetables-Wholesale,$10-20 Million,A
Mercurio Fresh Pasta,G,Mercurio,Male,Owner,Hispanic,363 Mamaroneck Ave,Mamaroneck,NY,10543,Verified,(914) 698-4127,Amercuriosons.Com,Pasta (Whls),$1-2.5 Million,C+
Mesa Coyoacan,Ivan,Garcia,Male,Owner,Hispanic,372 Graham Ave # B,Brooklyn,NY,11211,Verified,(718) 782-8171,Mesacoyoacan.Com,Restaurants,"$500,000-1 Million",B+
Met Foodmarkets,Anthony,LA Pretta,Male,Manager,Hispanic,1795 Victory Blvd,Staten Island,NY,10314,Verified,(718) 524-0800,Metfoods.Com,Grocers-Retail,$5-10 Million,A
Met Fresh Supermarket,Johnny,Diaz,Male,Manager,Hispanic,775 Morris Park Ave,Bronx,NY,10462,Verified,(718) 829-2550,Metfoods.Com,Grocers-Retail,$5-10 Million,A
Metropolis Wine Merchants,Celso,Barison,Male,Owner,Hispanic,527 W 45th St,New York,NY,10036,Verified,(212) 581-2051,Metropoliswine.Com,Wines-Wholesale,$5-10 Million,B
Mexican Supermarket,J,Lopes,Male,Owner,Hispanic,100 Union Ave,New Rochelle,NY,10801,Verified,(914) 633-3794,NULL,Grocers-Retail,"Less Than $500,000",C+
Mexicana Deli,Miguel,Zacatelco,Male,Owner,Hispanic,339 E 204th St,Bronx,NY,10467,Verified,(718) 798-5820,NULL,Grocers-Wholesale,$1-2.5 Million,C+
Mexico Lindo,Tony,Bonollia,Male,Owner,Uncoded,459 2nd Ave,New York,NY,10010,Verified,(212) 679-3665,Mexicolindonyc.Com,Restaurants,"Less Than $500,000",B
Mexicocina,Angonino,Vilchis,Male,Owner,Hispanic,503 Jackson Ave,Bronx,NY,10455,Verified,(347) 498-1339,Mexicocinabronx.Com,Restaurants,"Less Than $500,000",C+
Mezcal's Mexican Restaurant,Eric,Gallardo,Male,Manager,Hispanic,522 Court St,Brooklyn,NY,11231,Verified,(718) 237-2230,NULL,Restaurants,"Less Than $500,000",C+
Mi Abuelita Restaurant,Jose,Abreo,Male,Owner,Hispanic,2270 2nd Ave # 1,New York,NY,10035,Verified,(646) 858-3750,NULL,Restaurants,"Less Than $500,000",C
Mi Casa Bar & Rest,George,Ortiz,Male,Owner,Hispanic,11620 Jamaica Ave,Richmond Hill,NY,11418,Verified,(718) 849-9636,Micasabarandrestaurant.Com,Restaurants,"$500,000-1 Million",B+
Michel Et Augustin Inc,Evan,Holod,Male,CEO,Uncoded,98 4th St # 106,Brooklyn,NY,11231,Verified,(646) 820-0935,NULL,Cookies & Crackers-Wholesale,$5-10 Million,B
Mickey's Wine & Liquor,Anthony,Fernando,Male,Owner,Hispanic,396 Rockaway Ave,Valley Stream,NY,11581,Verified,(516) 593-4420,NULL,Liquors-Retail,"Less Than $500,000",C+
Microworks,Scott,Paratore,Male,President,Mediterranean,2112 Empire Blvd # 2a,Webster,NY,14580,Verified,(585) 787-2058,Microworks.Com,Computers-System Designers & Consultants,$1-2.5 Million,B+
Mikey Likes It Ice Cream,Mike,Cole,Male,Owner,Western Europe,199 Avenue A,New York,NY,10009,Verified,(646) 896-1836,Mikeylikesiticecream.Com,Ice Cream Parlors,"Less Than $500,000",B
Milanes Spanish Restaurant,Grecia,Milanes,Female,Owner,Hispanic,168 W 25th St # 1,New York,NY,10001,Verified,(212) 243-9797,Milanesnyc.Com,Restaurants,"$500,000-1 Million",B+
Millesima,Patrick,Bernard,Male,Partner,Western Europe,1355 2nd Ave # 1,New York,NY,10021,Verified,(212) 639-9463,Millesima-Usa.Com,Wines-Retail,"$500,000-1 Million",A
Mister Chicken To Go,Magdalena,Valpierwra,Female,General Mgr,Hispanic,5326 Roosevelt Ave,Woodside,NY,11377,Verified,(347) 448-6875,Misterchickentogo.Com,Restaurants,"Less Than $500,000",C+
Mister Taco,Hilda,Euyoque,Female,Owner,Hispanic,619 North Ave,New Rochelle,NY,10801,Verified,(914) 632-9352,Mistertaco.Net,Restaurants,"Less Than $500,000",C
Mixteca Mexicana,Jesus,Gomez,Male,Owner,Hispanic,519 Union Ave,Westbury,NY,11590,Verified,(516) 338-6346,NULL,Grocers-Retail,$1-2.5 Million,B+
Modern Baked Products,Jim,Turco,Male,President,Mediterranean,301 Locust Ave,Oakdale,NY,11769,Verified,(631) 589-7300,Modernbakedprod.Com,Bakers-Wholesale,$100-500 Million,A
Moet Hennessy USA,John,Santos,Male,Vice President,Hispanic,2 Park Ave,New York,NY,10016,Verified,Not Available,Www1.Mhusa.Com,Liquor Brokers,$5-10 Million,B+
Moet Hennessy USA,Jim,Clerkin,Male,CEO,Not Available,85 10th Ave # 2,New York,NY,10011,Verified,(212) 251-8200,Mhusa.Com,Liquor Brokers,,A+
Mole,Nick,Cervera,Male,Owner,Hispanic,57 Jane St # A,New York,NY,10014,Verified,(212) 206-7559,Molenyc.Com,Restaurants,"$500,000-1 Million",B
Mole Mexican Bar & Grill,Nick,Cervera,Male,Owner,Hispanic,1735 2nd Ave,New York,NY,10128,Verified,(212) 289-8226,NULL,Restaurants,"$500,000-1 Million",B
Mopa,Greg,Castro,Male,Manager,Hispanic,194 Coleman Station Rd,Millerton,NY,12546,Verified,(518) 789-4191,Mopa.Org,Compost (Mfrs),"$500,000-1 Million",C+
Morton's The Steakhouse,Korina,Insana,Female,General Mgr,Mediterranean,551 5th Ave,New York,NY,10176,Verified,(212) 972-3315,Mortons.Com,Restaurants,$10-20 Million,A
Mountain Top Farm Inc,Maria,Estrella,Female,Owner,Hispanic,3438 State Route 82,Ancramdale,NY,12503,Verified,(518) 329-1458,Mountaintopfarmevents.Com,Farms,"Less Than $500,000",C+
Mt Carmel Gourmet Food Shop,Modesta,Navarra,Female,President,Hispanic,2344 Arthur Ave,Bronx,NY,10458,Verified,(718) 933-2295,NULL,Gourmet Shops,"Less Than $500,000",C
Mt Carmel Wine & Spirits,Raymond,Polanco,Male,Owner,Hispanic,609 E 187th St # 11,Bronx,NY,10458,Verified,(718) 367-7833,Mountcarmelwines.Com,Liquors-Retail,$1-2.5 Million,A
Munchinette,Lionel,Diaz,Male,Owner,Hispanic,1738 Sheepshead Bay Rd,Brooklyn,NY,11235,Verified,(718) 332-5463,NULL,Food Products (Whls),$2.5-5 Million,B
Mura,Lucretia,LA Mura,Female,Owner,Hispanic,369 5th Ave # A,Brooklyn,NY,11215,Verified,(718) 965-1288,NULL,Restaurants,"Less Than $500,000",B
Murphy's Bar & Grill,Mike,Murphy,Male,Owner,Western Europe,234 Old Country Rd,Mineola,NY,11501,Verified,(516) 741-1776,Eventective.Com,Bars,"Less Than $500,000",B
Murrays Cheese,Scott,Strumpf,Male,Vice President,Western Europe,254 Bleecker St,New York,NY,10014,Verified,(212) 243-3289,Murrayscheese.Com,Restaurants,$2.5-5 Million,A
My Moon,Erica,Barreto,Female,Director,Hispanic,184 N 10th St,Brooklyn,NY,11211,Verified,(718) 599-7073,Mymoonnyc.Com,Restaurants,"$500,000-1 Million",B+
Nai Tapas Bar,Ruben,Rodriguez,Male,Other,Hispanic,85 2nd Ave,New York,NY,10003,Verified,(212) 677-1030,Naitapasbar.Com,Restaurants,"$500,000-1 Million",B
Naidre's Cafe & Bakery,Isnardo,Solis,Male,Owner,Hispanic,384 7th Ave,Brooklyn,NY,11215,Verified,(718) 965-7585,NULL,Coffee Shops,"Less Than $500,000",B+
Nano Ecuadorian Kitchen,Abel,Castro,Male,Owner,Hispanic,691 10th Ave,New York,NY,10036,Verified,(646) 649-4678,NULL,Kitchen Cabinets & Equipment-Household,$1-2.5 Million,B
Nare Farms,Richard,Nare,Male,Owner,African American,2105 Hickory Hill Rd,Fonda,NY,12068,Verified,(518) 853-3203,NULL,Farms,"$500,000-1 Million",B+
Nassau Candy Distributors Inc,Barry,Rosenbaum,Male,President,Not Available,530 W John St,Hicksville,NY,11801,Verified,(516) 433-7100,Nassaucandy.Com,Candy & Confectionery-Retail,,A+
National Bakery,Wilson,Figueroa,Male,Owner,Hispanic,767 Allerton Ave,Bronx,NY,10467,Verified,(718) 653-3870,NULL,Bakers-Retail,"Less Than $500,000",C+
Native Bean,Ernesto,Idressa,Male,Manager,Hispanic,36 Avenue A,New York,NY,10009,Verified,(212) 228-8110,Nativebeanyellowbus.Com,Bagels,"Less Than $500,000",B
Natural Choice Farms Inc,Robert,Fisse,Male,Owner,African American,201 Moreland Rd # 7,Hauppauge,NY,11788,Verified,(631) 862-1500,NULL,Farms,$1-2.5 Million,B+
Natural Choice Farms Inc,Robert,Fisse,Male,Owner,African American,610 Middle Country Rd # 3,Saint James,NY,11780,Verified,(631) 862-1500,NULL,Meat Brokers (Whls),$5-10 Million,B+
Nature Beverages Inc,Rogerio,Freitas,Male,CEO,Hispanic,149 Westchester Ave,Port Chester,NY,10573,Verified,(914) 305-6340,NULL,Beverages (Whls),$5-10 Million,B
Neberia Cotida,Margarita,Martinez,Female,Owner,Hispanic,407 S Broadway,Yonkers,NY,10705,Verified,(914) 709-0439,NULL,Ice Cream & Frozen Desserts-Distr (Whls),$10-20 Million,B+
Nebraskaland Inc,Richard,Romanoff,Male,Owner,Not Available,355 Food Center Dr # G4,Bronx,NY,10474,Verified,(718) 328-4391,NULL,Food Products & Manufacturers,$10-20 Million,A
Nebu Hookah Lounge,Yunior,Espinal,,Owner,Hispanic,8672 80th St,Woodhaven,NY,11421,Verified,(347) 881-7700,Nebulounge.Com,Bars,"Less Than $500,000",B
New Amity Rstrnt & Coffee Shop,Stamitios,Bastos,Male,Owner,Hispanic,1134 Madison Ave # 1,New York,NY,10028,Verified,(212) 861-3255,NULL,Restaurants,"$500,000-1 Million",B+
New York Honey Whiskey,Claire,Marin,Female,CEO,Hispanic,135 W 27th St # 6,New York,NY,10001,Verified,(646) 436-3295,Newyorkhoneywhiskey.Com,Food Products (Whls),$5-10 Million,B
New York One LLC,Charlene,Bonsu,Female,Owner,African American,349 W 37th St,New York,NY,10018,Verified,(212) 736-8701,Makkos.Net,Beverages (Whls),$5-10 Million,B+
New York Produce,Elio,Valdivia,Male,Owner,Hispanic,511 Barry St,Bronx,NY,10474,Verified,(718) 585-1041,Ari.Com,Fruits & Vegetables-Wholesale,$20-50 Million,A+
Newtek Merchant Solutions,Eric,Turille,Male,President,Mediterranean,1981 Marcus Ave # 130,New Hyde Park,NY,11042,Verified,(212) 356-9500,Newtekone.Com,Credit Card-Merchant Services,,A
Nick's Restaurant & Pizzeria,Nick,Angelis,Male,Owner,Mediterranean,1814 2nd Ave,New York,NY,10128,Verified,(212) 987-5700,Nicksnyc.Com,Pizza,$1-2.5 Million,B+
Noche De Margaritas,Armando,Rojas,Male,Owner,Hispanic,1726 2nd Ave,New York,NY,10128,Verified,(212) 289-5195,Nochedemargaritasnyc.Com,Restaurants,"$500,000-1 Million",B
Noga Dairy Inc,Zalman,Leinson,Male,President,Not Available,175 Price Pkwy,Farmingdale,NY,11735,Verified,(516) 293-5448,Nogadairy.Com,Dry Condensed/Evprtd Dairy Prod (Mfrs),$5-10 Million,A
Nonna's,Jonette,Agourias,Female,Owner,African American,2230 154th St,Whitestone,NY,11357,Verified,(718) 321-7777,NULL,Restaurants,"Less Than $500,000",C+
Norht Avenue Cafe,Jorge,Monroy,Male,Manager,Hispanic,601 North Ave,New Rochelle,NY,10801,Verified,(914) 336-2337,NULL,Restaurants,"Less Than $500,000",B
North American Breweries,Glen,Warter,Male,President,Western Europe,79 Perry St # 1,Buffalo,NY,14203,Verified,(716) 604-1050,Nabreweries.Com,Brewers (Mfrs),$5-10 Million,A+
North Shore Animal Leauge,David,Haliski,Male,Director,Eastern European,25 Davis Ave,Port Washington,NY,11050,Verified,(516) 883-7575,Animalleague.Org,Animal Shelters,"Less Than $500,000",B+
North Shore Bottling Co,Eric,Miller,Male,President,Western Europe,1900 Linden Blvd,Brooklyn,NY,11207,Verified,(718) 272-8900,Nsbottle.Com,Beverages-Non-Alcoholic-Retail,,A+
North Shore Farms,Thomas,Murrin,Male,Vice President,Western Europe,40 Vanderbilt Motor Pkwy,Commack,NY,11725,Verified,(631) 499-8350,Northshorefarms.Com,Grocers-Retail,"$500,000-1 Million",B
Not Just Bagel Store & Grocery,Antonio,Guarchas,Male,Manager,Hispanic,5914 14th Ave,Brooklyn,NY,11219,Verified,(718) 851-1189,NULL,Beverages (Whls),$5-10 Million,B
Nower's Custom Slaughtering,Hollis,Clair,Male,Owner,African American,Randallsville Rd,Hamilton,NY,13346,Verified,(315) 824-2990,NULL,Butchering (Whls),$1-2.5 Million,B
Nu Concept Food Svc,Joseph,Saccone,Male,Owner,Mediterranean,6909 Cooper Ave,Glendale,NY,11385,Verified,(718) 416-1222,NULL,Food Products (Whls),$10-20 Million,A
Numero 28 Pizzeria Napoletana,Orlando,Biamomte,Male,Owner,African American,1431 1st Ave # 1,New York,NY,10021,Verified,(212) 772-8200,NULL,Beverages (Whls),$5-10 Million,B
Ny Bee Hive LLC,Luis,Arias,Male,Manager,Hispanic,5550 Netherland Ave # 2b,Bronx,NY,10471,Verified,Not Available,NULL,Beekeepers,"Less Than $500,000",U
Ny Cake Pops LLC,Lerida,Mojica,Male,CEO,Hispanic,1 Sickles St # M5,New York,NY,10040,Verified,(646) 406-1948,NULL,Bakers-Wholesale,$5-10 Million,B
